Fragment,Count,Time (ms),Size (bytes)
Cross.table-byid-relatedpeople-xml,4,2,0
Cross.table-byid-requestgroups,4,2,0
Cross.table-byid-requestgroups-json,4,2,0
Cross.table-byid-requestgroups-xml,4,3,0
Cross.table-byid-requirements,4,0,0
Cross.table-byid-requirements-json,4,1,0
Cross.table-byid-requirements-xml,4,2,0
Cross.table-byid-researchdefinitions,4,2,0
Cross.table-byid-researchdefinitions-json,4,3,0
Cross.table-byid-researchdefinitions-xml,4,3,0
Cross.table-byid-researchelementdefinitions,4,0,0
Cross.table-byid-researchelementdefinitions-json,4,3,0
Cross.table-byid-researchelementdefinitions-xml,4,3,0
Cross.table-byid-researchstudies,4,0,0
Cross.table-byid-researchstudies-json,4,1,0
Cross.table-byid-researchstudies-xml,4,2,0
Cross.table-byid-researchsubjects,4,1,0
Cross.table-byid-researchsubjects-json,4,3,0
Cross.table-byid-researchsubjects-xml,4,4,0
Cross.table-byid-riskassessments,4,0,0
Cross.table-byid-riskassessments-json,4,1,0
Cross.table-byid-riskassessments-xml,4,2,0
Cross.table-byid-riskevidencesyntheses,4,1,0
Cross.table-byid-riskevidencesyntheses-json,4,1,0
Cross.table-byid-riskevidencesyntheses-xml,4,2,0
Cross.table-byid-schedules,4,0,0
Cross.table-byid-schedules-json,4,1,0
Cross.table-byid-schedules-xml,4,1,0
Cross.table-byid-searchparameters,4,1,0
Cross.table-byid-searchparameters-json,4,1,0
Cross.table-byid-searchparameters-xml,4,1,0
Cross.table-byid-servicerequests,4,0,0
Cross.table-byid-servicerequests-json,4,1,0
Cross.table-byid-servicerequests-xml,4,3,0
Cross.table-byid-slots,4,0,0
Cross.table-byid-slots-json,4,0,0
Cross.table-byid-slots-xml,4,3,0
Cross.table-byid-specimen,4,0,0
Cross.table-byid-specimen-json,4,1,0
Cross.table-byid-specimen-xml,4,1,0
Cross.table-byid-specimendefinitions,4,1,0
Cross.table-byid-specimendefinitions-json,4,2,0
Cross.table-byid-specimendefinitions-xml,4,2,0
Cross.table-byid-structuredefinitions,4,4,6924
Cross.table-byid-structuredefinitions-json,4,4,7124
Cross.table-byid-structuredefinitions-xml,4,5,7084
Cross.table-byid-structuremaps,4,0,0
Cross.table-byid-structuremaps-json,4,1,0
Cross.table-byid-structuremaps-xml,4,1,0
Cross.table-byid-subscriptions,4,0,0
Cross.table-byid-subscriptions-json,4,1,0
Cross.table-byid-subscriptions-xml,4,2,0
Cross.table-byid-subscriptiontopics,4,0,0
Cross.table-byid-subscriptiontopics-json,4,1,0
Cross.table-byid-subscriptiontopics-xml,4,1,0
Cross.table-byid-substancenucleicacids,4,0,0
Cross.table-byid-substancenucleicacids-json,4,2,0
Cross.table-byid-substancenucleicacids-xml,4,2,0
Cross.table-byid-substancepolymers,4,1,0
Cross.table-byid-substancepolymers-json,4,1,0
Cross.table-byid-substancepolymers-xml,4,1,0
Cross.table-byid-substanceproteins,4,3,0
Cross.table-byid-substanceproteins-json,4,3,0
Cross.table-byid-substanceproteins-xml,4,3,0
Cross.table-byid-substancereferenceinformations,4,0,0
Cross.table-byid-substancereferenceinformations-json,4,0,0
Cross.table-byid-substancereferenceinformations-xml,4,2,0
Cross.table-byid-substances,4,2,0
Cross.table-byid-substances-json,4,2,0
Cross.table-byid-substances-xml,4,3,0
Cross.table-byid-substancesourcematerials,4,1,0
Cross.table-byid-substancesourcematerials-json,4,1,0
Cross.table-byid-substancesourcematerials-xml,4,3,0
Cross.table-byid-substancespecifications,4,0,0
Cross.table-byid-substancespecifications-json,4,1,0
Cross.table-byid-substancespecifications-xml,4,1,0
Cross.table-byid-supplydeliveries,4,0,0
Cross.table-byid-supplydeliveries-json,4,1,0
Cross.table-byid-supplydeliveries-xml,4,1,0
Cross.table-byid-supplyrequests,4,2,0
Cross.table-byid-supplyrequests-json,4,3,0
Cross.table-byid-supplyrequests-xml,4,3,0
Cross.table-byid-tasks,4,2,0
Cross.table-byid-tasks-json,4,3,0
Cross.table-byid-tasks-xml,4,4,0
Cross.table-byid-terminologycapabilities,4,1,0
Cross.table-byid-terminologycapabilities-json,4,1,0
Cross.table-byid-terminologycapabilities-xml,4,1,0
Cross.table-byid-testplans,4,0,0
Cross.table-byid-testplans-json,4,0,0
Cross.table-byid-testplans-xml,4,2,0
Cross.table-byid-testreports,4,0,0
Cross.table-byid-testreports-json,4,2,0
Cross.table-byid-testreports-xml,4,2,0
Cross.table-byid-testscripts,4,0,0
Cross.table-byid-testscripts-json,4,2,0
Cross.table-byid-testscripts-xml,4,3,0
Cross.table-byid-valuesets,4,1,1616
Cross.table-byid-valuesets-json,4,2,1676
Cross.table-byid-valuesets-xml,4,3,1664
Cross.table-byid-verificationresults,4,0,0
Cross.table-byid-verificationresults-json,4,0,0
Cross.table-byid-verificationresults-xml,4,2,0
Cross.table-byid-visionprescriptions,4,0,0
Cross.table-byid-visionprescriptions-json,4,0,0
Cross.table-byid-visionprescriptions-xml,4,1,0
Cross.table-capabilitystatements,4,0,0
Cross.table-capabilitystatements-json,4,1,0
Cross.table-capabilitystatements-xml,4,1,0
Cross.table-careplans,4,1,0
Cross.table-careplans-json,4,1,0
Cross.table-careplans-xml,4,2,0
Cross.table-careteams,4,2,0
Cross.table-careteams-json,4,2,0
Cross.table-careteams-xml,4,2,0
Cross.table-catalogentries,4,0,0
Cross.table-catalogentries-json,4,0,0
Cross.table-catalogentries-xml,4,0,0
Cross.table-chargeitemdefinitions,4,0,0
Cross.table-chargeitemdefinitions-json,4,2,0
Cross.table-chargeitemdefinitions-xml,4,3,0
Cross.table-chargeitems,4,1,0
Cross.table-chargeitems-json,4,2,0
Cross.table-chargeitems-xml,4,3,0
Cross.table-claimresponses,4,0,0
Cross.table-claimresponses-json,4,2,0
Cross.table-claimresponses-xml,4,2,0
Cross.table-claims,4,1,0
Cross.table-claims-json,4,1,0
Cross.table-claims-xml,4,2,0
Cross.table-clinicalimpressions,4,0,0
Cross.table-clinicalimpressions-json,4,0,0
Cross.table-clinicalimpressions-xml,4,1,0
Cross.table-codesystems,4,2,864
Cross.table-codesystems-json,4,2,884
Cross.table-codesystems-xml,4,2,880
Cross.table-communicationrequests,4,0,0
Cross.table-communicationrequests-json,4,2,0
Cross.table-communicationrequests-xml,4,2,0
Cross.table-communications,4,2,0
Cross.table-communications-json,4,2,0
Cross.table-communications-xml,4,3,0
Cross.table-compartmentdefinitions,4,1,0
Cross.table-compartmentdefinitions-json,4,1,0
Cross.table-compartmentdefinitions-xml,4,2,0
Cross.table-compositions,4,1,0
Cross.table-compositions-json,4,1,0
Cross.table-compositions-xml,4,2,0
Cross.table-conceptmaps,4,1,0
Cross.table-conceptmaps-json,4,3,0
Cross.table-conceptmaps-xml,4,3,0
Cross.table-conditions,4,1,0
Cross.table-conditions-json,4,1,0
Cross.table-conditions-xml,4,1,0
Cross.table-consents,4,0,0
Cross.table-consents-json,4,2,0
Cross.table-consents-xml,4,2,0
Cross.table-contracts,4,1,0
Cross.table-contracts-json,4,1,0
Cross.table-contracts-xml,4,2,0
Cross.table-coverageeligibilityrequests,4,1,0
Cross.table-coverageeligibilityrequests-json,4,2,0
Cross.table-coverageeligibilityrequests-xml,4,2,0
Cross.table-coverageeligibilityresponses,4,2,0
Cross.table-coverageeligibilityresponses-json,4,2,0
Cross.table-coverageeligibilityresponses-xml,4,3,0
Cross.table-coverages,4,0,0
Cross.table-coverages-json,4,1,0
Cross.table-coverages-xml,4,2,0
Cross.table-detectedissues,4,1,0
Cross.table-detectedissues-json,4,1,0
Cross.table-detectedissues-xml,4,2,0
Cross.table-devicedefinitions,4,2,0
Cross.table-devicedefinitions-json,4,2,0
Cross.table-devicedefinitions-xml,4,3,0
Cross.table-devicemetrics,4,0,0
Cross.table-devicemetrics-json,4,1,0
Cross.table-devicemetrics-xml,4,2,0
Cross.table-devicerequests,4,1,0
Cross.table-devicerequests-json,4,3,0
Cross.table-devicerequests-xml,4,3,0
Cross.table-devices,4,0,0
Cross.table-devices-json,4,1,0
Cross.table-devices-xml,4,1,0
Cross.table-deviceusestatements,4,2,0
Cross.table-deviceusestatements-json,4,2,0
Cross.table-deviceusestatements-xml,4,2,0
Cross.table-diagnosticreports,4,0,0
Cross.table-diagnosticreports-json,4,0,0
Cross.table-diagnosticreports-xml,4,2,0
Cross.table-documentmanifests,4,1,0
Cross.table-documentmanifests-json,4,1,0
Cross.table-documentmanifests-xml,4,2,0
Cross.table-documentreferences,4,0,0
Cross.table-documentreferences-json,4,2,0
Cross.table-documentreferences-xml,4,3,0
Cross.table-domainresources,4,1,0
Cross.table-domainresources-json,4,2,0
Cross.table-domainresources-xml,4,2,0
Cross.table-effectevidencesyntheses,4,2,0
Cross.table-effectevidencesyntheses-json,4,2,0
Cross.table-effectevidencesyntheses-xml,4,4,0
Cross.table-encounters,4,0,0
Cross.table-encounters-json,4,1,0
Cross.table-encounters-xml,4,1,0
Cross.table-endpoints,4,0,0
Cross.table-endpoints-json,4,0,0
Cross.table-endpoints-xml,4,1,0
Cross.table-enrollmentrequests,4,0,0
Cross.table-enrollmentrequests-json,4,0,0
Cross.table-enrollmentrequests-xml,4,2,0
Cross.table-enrollmentresponses,4,1,0
Cross.table-enrollmentresponses-json,4,1,0
Cross.table-enrollmentresponses-xml,4,2,0
Cross.table-episodeofcares,4,1,0
Cross.table-episodeofcares-json,4,1,0
Cross.table-episodeofcares-xml,4,1,0
Cross.table-eventdefinitions,4,1,0
Cross.table-eventdefinitions-json,4,3,0
Cross.table-eventdefinitions-xml,4,3,0
Cross.table-evidences,4,0,0
Cross.table-evidences-json,4,1,0
Cross.table-evidences-xml,4,1,0
Cross.table-evidencevariables,4,2,0
Cross.table-evidencevariables-json,4,2,0
Cross.table-evidencevariables-xml,4,3,0
Cross.table-examplescenarios,4,1,0
Cross.table-examplescenarios-json,4,1,0
Cross.table-examplescenarios-xml,4,2,0
Cross.table-explanationofbenefits,4,1,0
Cross.table-explanationofbenefits-json,4,1,0
Cross.table-explanationofbenefits-xml,4,1,0
Cross.table-extensions,4,0,0
Cross.table-extensions-mm,4,1,0
Cross.table-familymemberhistories,4,0,0
Cross.table-familymemberhistories-json,4,0,0
Cross.table-familymemberhistories-xml,4,1,0
Cross.table-flags,4,0,0
Cross.table-flags-json,4,0,0
Cross.table-flags-xml,4,1,0
Cross.table-goals,4,1,0
Cross.table-goals-json,4,1,0
Cross.table-goals-xml,4,3,0
Cross.table-graphdefinitions,4,1,0
Cross.table-graphdefinitions-json,4,2,0
Cross.table-graphdefinitions-xml,4,2,0
Cross.table-grid-activitydefinitions,4,1,4744
Cross.table-grid-actordefinitions,4,1,4732
Cross.table-grid-capabilitystatements,4,0,4748
Cross.table-grid-chargeitemdefinitions,4,1,4752
Cross.table-grid-codesystems,4,3,7692
Cross.table-grid-compartmentdefinitions,4,0,4756
Cross.table-grid-conceptmaps,4,0,4712
Cross.table-grid-contracts,4,0,4704
Cross.table-grid-devicedefinitions,4,0,4736
Cross.table-grid-devices,4,2,4696
Cross.table-grid-effectevidencesyntheses,4,0,4764
Cross.table-grid-eventdefinitions,4,0,4732
Cross.table-grid-evidences,4,0,4704
Cross.table-grid-evidencevariables,4,1,4736
Cross.table-grid-examplescenarios,4,0,4732
Cross.table-grid-graphdefinitions,4,1,4732
Cross.table-grid-implementationguides,4,0,6364
Cross.table-grid-libraries,4,1,4700
Cross.table-grid-measures,4,1,4700
Cross.table-grid-messagedefinitions,4,0,4740
Cross.table-grid-operationdefinitions,4,0,4748
Cross.table-grid-plandefinitions,4,0,4728
Cross.table-grid-questionnaires,4,0,4724
Cross.table-grid-requirements,4,0,4720
Cross.table-grid-researchdefinitions,4,0,4744
Cross.table-grid-researchelementdefinitions,4,0,4772
Cross.table-grid-riskevidencesyntheses,4,1,4756
Cross.table-grid-searchparameters,4,1,4732
Cross.table-grid-structuredefinitions,4,14,25684
Cross.table-grid-structuremaps,4,0,4720
Cross.table-grid-subscriptiontopics,4,1,4740
Cross.table-grid-terminologycapabilities,4,2,4764
Cross.table-grid-testplans,4,1,4704
Cross.table-grid-testscripts,4,0,4712
Cross.table-grid-valuesets,4,4,10100
Cross.table-groups,4,0,0
Cross.table-groups-json,4,0,0
Cross.table-groups-xml,4,2,0
Cross.table-guidanceresponses,4,0,0
Cross.table-guidanceresponses-json,4,1,0
Cross.table-guidanceresponses-xml,4,1,0
Cross.table-healthcareservices,4,0,0
Cross.table-healthcareservices-json,4,1,0
Cross.table-healthcareservices-xml,4,1,0
Cross.table-imagingstudies,4,1,0
Cross.table-imagingstudies-json,4,1,0
Cross.table-imagingstudies-xml,4,1,0
Cross.table-immunizationevaluations,4,0,0
Cross.table-immunizationevaluations-json,4,1,0
Cross.table-immunizationevaluations-xml,4,2,0
Cross.table-immunizationrecommendations,4,0,0
Cross.table-immunizationrecommendations-json,4,1,0
Cross.table-immunizationrecommendations-xml,4,2,0
Cross.table-immunizations,4,1,0
Cross.table-immunizations-json,4,1,0
Cross.table-immunizations-xml,4,2,0
Cross.table-implementationguides,4,0,344
Cross.table-implementationguides-json,4,1,364
Cross.table-implementationguides-xml,4,2,360
Cross.table-insuranceplans,4,0,0
Cross.table-insuranceplans-json,4,1,0
Cross.table-insuranceplans-xml,4,1,0
Cross.table-invoices,4,2,0
Cross.table-invoices-json,4,2,0
Cross.table-invoices-xml,4,3,0
Cross.table-libraries,4,0,0
Cross.table-libraries-json,4,2,0
Cross.table-libraries-xml,4,2,0
Cross.table-linkages,4,0,0
Cross.table-linkages-json,4,1,0
Cross.table-linkages-xml,4,2,0
Cross.table-lists,4,0,0
Cross.table-lists-json,4,1,0
Cross.table-lists-xml,4,1,0
Cross.table-locations,4,1,0
Cross.table-locations-json,4,1,0
Cross.table-locations-xml,4,2,0
Cross.table-logicals,4,1,6924
Cross.table-logicals-mm,4,2,7284
Cross.table-measurereports,4,1,0
Cross.table-measurereports-json,4,1,0
Cross.table-measurereports-xml,4,1,0
Cross.table-measures,4,2,0
Cross.table-measures-json,4,2,0
Cross.table-measures-xml,4,2,0
Cross.table-media,4,0,0
Cross.table-media-json,4,1,0
Cross.table-media-xml,4,3,0
Cross.table-medicationadministrations,4,1,0
Cross.table-medicationadministrations-json,4,1,0
Cross.table-medicationadministrations-xml,4,2,0
Cross.table-medicationdispenses,4,0,0
Cross.table-medicationdispenses-json,4,0,0
Cross.table-medicationdispenses-xml,4,1,0
Cross.table-medicationknowledges,4,0,0
Cross.table-medicationknowledges-json,4,1,0
Cross.table-medicationknowledges-xml,4,2,0
Cross.table-medicationrequests,4,1,0
Cross.table-medicationrequests-json,4,1,0
Cross.table-medicationrequests-xml,4,2,0
Cross.table-medications,4,2,0
Cross.table-medications-json,4,2,0
Cross.table-medications-xml,4,3,0
Cross.table-medicationstatements,4,1,0
Cross.table-medicationstatements-json,4,1,0
Cross.table-medicationstatements-xml,4,2,0
Cross.table-medicinalproductauthorizations,4,2,0
Cross.table-medicinalproductauthorizations-json,4,2,0
Cross.table-medicinalproductauthorizations-xml,4,2,0
Cross.table-medicinalproductcontraindications,4,0,0
Cross.table-medicinalproductcontraindications-json,4,2,0
Cross.table-medicinalproductcontraindications-xml,4,2,0
Cross.table-medicinalproductindications,4,0,0
Cross.table-medicinalproductindications-json,4,1,0
Cross.table-medicinalproductindications-xml,4,3,0
Cross.table-medicinalproductingredients,4,1,0
Cross.table-medicinalproductingredients-json,4,1,0
Cross.table-medicinalproductingredients-xml,4,1,0
Cross.table-medicinalproductinteractions,4,1,0
Cross.table-medicinalproductinteractions-json,4,1,0
Cross.table-medicinalproductinteractions-xml,4,1,0
Cross.table-medicinalproductmanufactureds,4,0,0
Cross.table-medicinalproductmanufactureds-json,4,2,0
Cross.table-medicinalproductmanufactureds-xml,4,2,0
Cross.table-medicinalproductpackageds,4,1,0
Cross.table-medicinalproductpackageds-json,4,3,0
Cross.table-medicinalproductpackageds-xml,4,3,0
Cross.table-medicinalproductpharmaceuticals,4,1,0
Cross.table-medicinalproductpharmaceuticals-json,4,2,0
Cross.table-medicinalproductpharmaceuticals-xml,4,2,0
Cross.table-medicinalproducts,4,0,0
Cross.table-medicinalproducts-json,4,0,0
Cross.table-medicinalproducts-xml,4,2,0
Cross.table-medicinalproductundesirableeffects,4,1,0
Cross.table-medicinalproductundesirableeffects-json,4,2,0
Cross.table-medicinalproductundesirableeffects-xml,4,2,0
Cross.table-messagedefinitions,4,0,0
Cross.table-messagedefinitions-json,4,1,0
Cross.table-messagedefinitions-xml,4,1,0
Cross.table-messageheaders,4,0,0
Cross.table-messageheaders-json,4,0,0
Cross.table-messageheaders-xml,4,0,0
Cross.table-molecularsequences,4,0,0
Cross.table-molecularsequences-json,4,2,0
Cross.table-molecularsequences-xml,4,3,0
Cross.table-name-accounts,4,3,0
Cross.table-name-accounts-json,4,3,0
Cross.table-name-accounts-xml,4,3,0
Cross.table-name-activitydefinitions,4,0,0
Cross.table-name-activitydefinitions-json,4,0,0
Cross.table-name-activitydefinitions-xml,4,0,0
Cross.table-name-actordefinitions,4,1,0
Cross.table-name-actordefinitions-json,4,3,0
Cross.table-name-actordefinitions-xml,4,5,0
Cross.table-name-adverseevents,4,2,0
Cross.table-name-adverseevents-json,4,3,0
Cross.table-name-adverseevents-xml,4,3,0
Cross.table-name-allergyintolerances,4,0,0
Cross.table-name-allergyintolerances-json,4,1,0
Cross.table-name-allergyintolerances-xml,4,1,0
Cross.table-name-appointmentresponses,4,1,0
Cross.table-name-appointmentresponses-json,4,2,0
Cross.table-name-appointmentresponses-xml,4,2,0
Cross.table-name-appointments,4,0,0
Cross.table-name-appointments-json,4,1,0
Cross.table-name-appointments-xml,4,2,0
Cross.table-name-auditevents,4,0,0
Cross.table-name-auditevents-json,4,0,0
Cross.table-name-auditevents-xml,4,0,0
Cross.table-name-basics,4,1,0
Cross.table-name-basics-json,4,1,0
Cross.table-name-basics-xml,4,1,0
Cross.table-name-binaries,4,1,0
Cross.table-name-binaries-json,4,2,0
Cross.table-name-binaries-xml,4,3,0
Cross.table-name-biologicallyderivedproducts,4,0,0
Cross.table-name-biologicallyderivedproducts-json,4,1,0
Cross.table-name-biologicallyderivedproducts-xml,4,2,0
Cross.table-name-bodystructures,4,0,0
Cross.table-name-bodystructures-json,4,2,0
Cross.table-name-bodystructures-xml,4,3,0
Cross.table-name-bundles,4,0,0
Cross.table-name-bundles-json,4,2,0
Cross.table-name-bundles-xml,4,2,0
Cross.table-name-capabilitystatements,4,2,0
Cross.table-name-capabilitystatements-json,4,2,0
Cross.table-name-capabilitystatements-xml,4,2,0
Cross.table-name-careplans,4,0,0
Cross.table-name-careplans-json,4,1,0
Cross.table-name-careplans-xml,4,2,0
Cross.table-name-careteams,4,0,0
Cross.table-name-careteams-json,4,1,0
Cross.table-name-careteams-xml,4,1,0
Cross.table-name-catalogentries,4,2,0
Cross.table-name-catalogentries-json,4,2,0
Cross.table-name-catalogentries-xml,4,2,0
Cross.table-name-chargeitemdefinitions,4,0,0
Cross.table-name-chargeitemdefinitions-json,4,2,0
Cross.table-name-chargeitemdefinitions-xml,4,2,0
Cross.table-name-chargeitems,4,0,0
Cross.table-name-chargeitems-json,4,2,0
Cross.table-name-chargeitems-xml,4,3,0
Cross.table-name-claimresponses,4,1,0
Cross.table-name-claimresponses-json,4,1,0
Cross.table-name-claimresponses-xml,4,3,0
Cross.table-name-claims,4,0,0
Cross.table-name-claims-json,4,1,0
Cross.table-name-claims-xml,4,1,0
Cross.table-name-clinicalimpressions,4,1,0
Cross.table-name-clinicalimpressions-json,4,1,0
Cross.table-name-clinicalimpressions-xml,4,1,0
Cross.table-name-codesystems,4,1,864
Cross.table-name-codesystems-json,4,1,884
Cross.table-name-codesystems-xml,4,1,880
Cross.table-name-communicationrequests,4,0,0
Cross.table-name-communicationrequests-json,4,0,0
Cross.table-name-communicationrequests-xml,4,3,0
Cross.table-name-communications,4,1,0
Cross.table-name-communications-json,4,2,0
Cross.table-name-communications-xml,4,3,0
Cross.table-name-compartmentdefinitions,4,0,0
Cross.table-name-compartmentdefinitions-json,4,0,0
Cross.table-name-compartmentdefinitions-xml,4,1,0
Cross.table-name-compositions,4,0,0
Cross.table-name-compositions-json,4,1,0
Cross.table-name-compositions-xml,4,1,0
Cross.table-name-conceptmaps,4,0,0
Cross.table-name-conceptmaps-json,4,1,0
Cross.table-name-conceptmaps-xml,4,3,0
Cross.table-name-conditions,4,0,0
Cross.table-name-conditions-json,4,1,0
Cross.table-name-conditions-xml,4,1,0
Cross.table-name-consents,4,1,0
Cross.table-name-consents-json,4,1,0
Cross.table-name-consents-xml,4,2,0
Cross.table-name-contracts,4,0,0
Cross.table-name-contracts-json,4,1,0
Cross.table-name-contracts-xml,4,2,0
Cross.table-name-coverageeligibilityrequests,4,1,0
Cross.table-name-coverageeligibilityrequests-json,4,1,0
Cross.table-name-coverageeligibilityrequests-xml,4,2,0
Cross.table-name-coverageeligibilityresponses,4,1,0
Cross.table-name-coverageeligibilityresponses-json,4,1,0
Cross.table-name-coverageeligibilityresponses-xml,4,2,0
Cross.table-name-coverages,4,0,0
Cross.table-name-coverages-json,4,0,0
Cross.table-name-coverages-xml,4,1,0
Cross.table-name-detectedissues,4,0,0
Cross.table-name-detectedissues-json,4,1,0
Cross.table-name-detectedissues-xml,4,1,0
Cross.table-name-devicedefinitions,4,2,0
Cross.table-name-devicedefinitions-json,4,2,0
Cross.table-name-devicedefinitions-xml,4,3,0
Cross.table-name-devicemetrics,4,1,0
Cross.table-name-devicemetrics-json,4,1,0
Cross.table-name-devicemetrics-xml,4,1,0
Cross.table-name-devicerequests,4,0,0
Cross.table-name-devicerequests-json,4,1,0
Cross.table-name-devicerequests-xml,4,3,0
Cross.table-name-devices,4,2,0
Cross.table-name-devices-json,4,3,0
Cross.table-name-devices-xml,4,3,0
Cross.table-name-deviceusestatements,4,1,0
Cross.table-name-deviceusestatements-json,4,2,0
Cross.table-name-deviceusestatements-xml,4,2,0
Cross.table-name-diagnosticreports,4,1,0
Cross.table-name-diagnosticreports-json,4,1,0
Cross.table-name-diagnosticreports-xml,4,2,0
Cross.table-name-documentmanifests,4,1,0
Cross.table-name-documentmanifests-json,4,2,0
Cross.table-name-documentmanifests-xml,4,3,0
Cross.table-name-documentreferences,4,0,0
Cross.table-name-documentreferences-json,4,0,0
Cross.table-name-documentreferences-xml,4,2,0
Cross.table-name-domainresources,4,0,0
Cross.table-name-domainresources-json,4,1,0
Cross.table-name-domainresources-xml,4,1,0
Cross.table-name-effectevidencesyntheses,4,1,0
Cross.table-name-effectevidencesyntheses-json,4,1,0
Cross.table-name-effectevidencesyntheses-xml,4,3,0
Cross.table-name-encounters,4,1,0
Cross.table-name-encounters-json,4,2,0
Cross.table-name-encounters-xml,4,3,0
Cross.table-name-endpoints,4,1,0
Cross.table-name-endpoints-json,4,2,0
Cross.table-name-endpoints-xml,4,2,0
Cross.table-name-enrollmentrequests,4,2,0
Cross.table-name-enrollmentrequests-json,4,2,0
Cross.table-name-enrollmentrequests-xml,4,2,0
Cross.table-name-enrollmentresponses,4,1,0
Cross.table-name-enrollmentresponses-json,4,2,0
Cross.table-name-enrollmentresponses-xml,4,3,0
Cross.table-name-episodeofcares,4,0,0
Cross.table-name-episodeofcares-json,4,1,0
Cross.table-name-episodeofcares-xml,4,1,0
Cross.table-name-eventdefinitions,4,1,0
Cross.table-name-eventdefinitions-json,4,1,0
Cross.table-name-eventdefinitions-xml,4,2,0
Cross.table-name-evidences,4,0,0
Cross.table-name-evidences-json,4,1,0
Cross.table-name-evidences-xml,4,1,0
Cross.table-name-evidencevariables,4,2,0
Cross.table-name-evidencevariables-json,4,2,0
Cross.table-name-evidencevariables-xml,4,2,0
Cross.table-name-examplescenarios,4,1,0
Cross.table-name-examplescenarios-json,4,1,0
Cross.table-name-examplescenarios-xml,4,2,0
Cross.table-name-explanationofbenefits,4,1,0
Cross.table-name-explanationofbenefits-json,4,1,0
Cross.table-name-explanationofbenefits-xml,4,2,0
Cross.table-name-familymemberhistories,4,0,0
Cross.table-name-familymemberhistories-json,4,0,0
Cross.table-name-familymemberhistories-xml,4,1,0
Cross.table-name-flags,4,1,0
Cross.table-name-flags-json,4,1,0
Cross.table-name-flags-xml,4,2,0
Cross.table-name-goals,4,1,0
Cross.table-name-goals-json,4,2,0
Cross.table-name-goals-xml,4,2,0
Cross.table-name-graphdefinitions,4,2,0
Cross.table-name-graphdefinitions-json,4,3,0
Cross.table-name-graphdefinitions-xml,4,3,0
Cross.table-name-groups,4,1,0
Cross.table-name-groups-json,4,1,0
Cross.table-name-groups-xml,4,1,0
Cross.table-name-guidanceresponses,4,1,0
Cross.table-name-guidanceresponses-json,4,1,0
Cross.table-name-guidanceresponses-xml,4,1,0
Cross.table-name-healthcareservices,4,0,0
Cross.table-name-healthcareservices-json,4,0,0
Cross.table-name-healthcareservices-xml,4,1,0
Cross.table-name-imagingstudies,4,2,0
Cross.table-name-imagingstudies-json,4,2,0
Cross.table-name-imagingstudies-xml,4,2,0
Cross.table-name-immunizationevaluations,4,0,0
Cross.table-name-immunizationevaluations-json,4,1,0
Cross.table-name-immunizationevaluations-xml,4,1,0
Cross.table-name-immunizationrecommendations,4,1,0
Cross.table-name-immunizationrecommendations-json,4,1,0
Cross.table-name-immunizationrecommendations-xml,4,2,0
Cross.table-name-immunizations,4,0,0
Cross.table-name-immunizations-json,4,2,0
Cross.table-name-immunizations-xml,4,2,0
Cross.table-name-implementationguides,4,2,344
Cross.table-name-implementationguides-json,4,2,364
Cross.table-name-implementationguides-xml,4,3,360
Cross.table-name-insuranceplans,4,0,0
Cross.table-name-insuranceplans-json,4,0,0
Cross.table-name-insuranceplans-xml,4,1,0
Cross.table-name-invoices,4,1,0
Cross.table-name-invoices-json,4,1,0
Cross.table-name-invoices-xml,4,2,0
Cross.table-name-libraries,4,0,0
Cross.table-name-libraries-json,4,1,0
Cross.table-name-libraries-xml,4,1,0
Cross.table-name-linkages,4,0,0
Cross.table-name-linkages-json,4,0,0
Cross.table-name-linkages-xml,4,2,0
Cross.table-name-lists,4,0,0
Cross.table-name-lists-json,4,0,0
Cross.table-name-lists-xml,4,0,0
Cross.table-name-locations,4,0,0
Cross.table-name-locations-json,4,1,0
Cross.table-name-locations-xml,4,2,0
Cross.table-name-measurereports,4,0,0
Cross.table-name-measurereports-json,4,3,0
Cross.table-name-measurereports-xml,4,3,0
Cross.table-name-measures,4,0,0
Cross.table-name-measures-json,4,2,0
Cross.table-name-measures-xml,4,2,0
Cross.table-name-media,4,1,0
Cross.table-name-media-json,4,1,0
Cross.table-name-media-xml,4,1,0
Cross.table-name-medicationadministrations,4,1,0
Cross.table-name-medicationadministrations-json,4,1,0
Cross.table-name-medicationadministrations-xml,4,2,0
Cross.table-name-medicationdispenses,4,0,0
Cross.table-name-medicationdispenses-json,4,12,0
Cross.table-name-medicationdispenses-xml,4,14,0
Cross.table-name-medicationknowledges,4,0,0
Cross.table-name-medicationknowledges-json,4,1,0
Cross.table-name-medicationknowledges-xml,4,2,0
Cross.table-name-medicationrequests,4,1,0
Cross.table-name-medicationrequests-json,4,1,0
Cross.table-name-medicationrequests-xml,4,1,0
Cross.table-name-medications,4,3,0
Cross.table-name-medications-json,4,3,0
Cross.table-name-medications-xml,4,3,0
Cross.table-name-medicationstatements,4,1,0
Cross.table-name-medicationstatements-json,4,2,0
Cross.table-name-medicationstatements-xml,4,2,0
Cross.table-name-medicinalproductauthorizations,4,1,0
Cross.table-name-medicinalproductauthorizations-json,4,2,0
Cross.table-name-medicinalproductauthorizations-xml,4,2,0
Cross.table-name-medicinalproductcontraindications,4,1,0
Cross.table-name-medicinalproductcontraindications-json,4,1,0
Cross.table-name-medicinalproductcontraindications-xml,4,2,0
Cross.table-name-medicinalproductindications,4,1,0
